ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
620,data produto,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Painel de Led,0,1,4,10,3,Mensal,3,0,0,0,1,"8571,60","0,60","3428,64","10285,92"
621,data produto,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,0,1,60,60,1,Semanal,60,0,60,0,2,"115074,00","0,50","57537,00","115074,00"
622,data produto,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,1,0,20,35,25,Semanal,0,25,25,0,2,"2117,00","0,50","1058,50","52925,00"
623,data produto,sudeste,mg,belo horizonte,Outros,Fly,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"25500,00","0,80","5100,00","10200,00"
624,data produto,sudeste,mg,belo horizonte,Outros,Fly,Empena,Empena ,0,1,2,5,1,Mensal,1,0,0,0,1,"104400,00","0,80","20880,00","20880,00"
625,data produto,sudeste,mg,belo horizonte,Outros,Fly,Front,Frontlight,1,0,3,7,1,Mensal,1,0,0,0,1,"14500,00","0,80","2900,00","2900,00"
626,data promo,sudeste,mg,belo horizonte,Eletromidia,Movie Midia,Front,Street Front,0,1,15,23,17,Mensal,17,0,0,0,1,"22440,00","0,65","7854,00","133518,00"
627,data promo,sudeste,mg,belo horizonte,Outros,PAD,Front,Painel de Led,0,1,5,10,2,Quinzenal,0,0,2,0,1,"9331,20","0,40","5598,72","11197,44"
628,data promo,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Frontlight,1,0,3,7,3,Mensal,3,0,0,0,1,"15714,00","0,60","6285,60","18856,80"
629,data promo,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"8571,60","0,60","3428,64","6857,28"
630,data promo,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,0,1,60,60,1,Semanal,60,0,60,0,2,"115074,00","0,50","57537,00","115074,00"
631,data promo,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,1,0,20,35,25,Semanal,0,25,25,0,2,"2117,00","0,50","1058,50","52925,00"
632,data promo,sudeste,mg,belo horizonte,Outros,Fly,Front,Painel de Led,0,1,5,10,2,Mensal,2,0,0,0,1,"25500,00","0,80","5100,00","10200,00"
633,data promo,sudeste,mg,belo horizonte,Carrega+,Carrega+,Busdoor,BackSeat,1,0,12,24,13,Mensal,13,0,0,0,1,"12169,00","0,82","2190,42","28475,46"
634,data promo,sudeste,mg,belo horizonte,Outros,Cartaxi,Busdoor,Vidro Traseiro,1,0,12,25,13,Mensal,13,0,0,0,1,"1600,00","0,70","480,00","6240,00"
635,data promo,sudeste,mg,belo horizonte,Outros,Tutto,Busdoor,BackBus,1,0,14,20,17,Mensal,17,0,0,0,1,"9292,00","0,55","4181,40","71083,80"
636,ouro produto,sudeste,mg,belo horizonte,Eletromidia,Movie Midia,Front,Street Front,0,1,13,20,15,Semanal,15,0,0,0,1,"22440,00","0,65","7854,00","117810,00"
637,ouro produto,sudeste,mg,belo horizonte,Outros,PAD,Front,Painel de Led,0,1,4,8,1,Mensal,0,1,0,0,1,"9331,20","0,40","5598,72","5598,72"
638,ouro produto,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Frontlight,1,0,2,6,3,Mensal,3,0,0,0,1,"15714,00","0,60","6285,60","18856,80"
639,ouro produto,sudeste,mg,belo horizonte,Outros,Fredizak,MUB,Parede /Empena,1,0,1,3,1,Mensal,1,0,0,0,1,"18570,00","0,60","7428,00","7428,00"
640,ouro produto,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Painel de Led,0,1,4,8,3,Mensal,4,0,0,0,1,"8571,60","0,60","3428,64","10285,92"
641,ouro produto,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,0,1,50,50,1,Semanal,50,0,50,0,2,"115074,00","0,50","57537,00","115074,00"
642,ouro produto,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,1,0,15,25,20,Semanal,0,20,20,0,2,"2117,00","0,50","1058,50","42340,00"
643,ouro produto,sudeste,mg,belo horizonte,Outros,Fly,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"25500,00","0,80","5100,00","5100,00"
644,ouro produto,sudeste,mg,belo horizonte,Outros,Fly,Empena,Empena ,0,1,1,3,1,Mensal,1,0,0,0,1,"104400,00","0,80","20880,00","20880,00"
645,ouro produto,sudeste,mg,belo horizonte,Outros,Fly,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"14500,00","0,80","2900,00","5800,00"
646,ouro promo,sudeste,mg,belo horizonte,Eletromidia,Movie Midia,Front,Street Front,0,1,13,20,15,Mensal,15,0,0,0,1,"22440,00","0,65","7854,00","117810,00"
647,ouro promo,sudeste,mg,belo horizonte,Outros,PAD,Front,Painel de Led,0,1,4,8,1,Quinzenal,0,1,0,0,1,"9331,20","0,40","5598,72","5598,72"
648,ouro promo,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"15714,00","0,60","6285,60","12571,20"
649,ouro promo,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"8571,60","0,60","3428,64","3428,64"
650,ouro promo,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,0,1,50,50,1,Semanal,50,0,50,0,2,"115074,00","0,50","57537,00","115074,00"
651,ouro promo,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,1,0,15,25,20,Semanal,0,20,20,0,2,"2117,00","0,50","1058,50","42340,00"
652,ouro promo,sudeste,mg,belo horizonte,Outros,Fly,Front,Painel de Led,0,1,4,8,2,Mensal,2,0,0,0,1,"25500,00","0,80","5100,00","10200,00"
653,ouro promo,sudeste,mg,belo horizonte,Carrega+,Carrega+,Busdoor,BackSeat,1,0,10,20,14,Mensal,14,0,0,0,1,"12169,00","0,82","2190,42","30665,88"
654,ouro promo,sudeste,mg,belo horizonte,Outros,Cartaxi,Busdoor,Vidro Traseiro,1,0,10,23,12,Mensal,12,0,0,0,1,"1600,00","0,70","480,00","5760,00"
655,ouro promo,sudeste,mg,belo horizonte,Outros,Tutto,Busdoor,BackBus,1,0,8,16,13,Mensal,13,0,0,0,1,"9292,00","0,55","4181,40","54358,20"
656,prata,sudeste,mg,belo horizonte,Eletromidia,Movie Midia,Front,Street Front,0,1,10,15,13,Mensal,13,0,0,0,1,"22440,00","0,65","7854,00","102102,00"
657,prata,sudeste,mg,belo horizonte,Outros,PAD,Front,Painel de Led,0,1,2,5,1,Quinzenal,0,0,1,0,1,"9331,20","0,40","5598,72","5598,72"
658,prata,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Frontlight,1,0,1,2,2,Mensal,2,0,0,0,1,"15714,00","0,60","6285,60","12571,20"
659,prata,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Painel de Led,0,1,2,5,2,Mensal,2,0,0,0,1,"8571,60","0,60","3428,64","6857,28"
660,prata,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,0,1,50,50,1,Semanal,50,0,0,0,1,"115074,00","0,50","57537,00","57537,00"
661,prata,sudeste,mg,belo horizonte,Outros,Urbana,MUB,MUB,1,0,12,23,21,Semanal,0,21,21,0,2,"2117,00","0,50","1058,50","44457,00"
662,data produto,nordeste,se,aracaju,Bigdoor,SuperLux,Outdoor,Outdoor  lonado,1,0,6,14,7,Bisemanal,7,0,0,0,1,"1800,00","0,15","1530,00","10710,00"
663,data produto,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Painel Led,0,1,4,8,2,Mensal,2,0,0,0,1,"5000,00","0,15","4250,00","8500,00"
664,data produto,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Frontlight,1,0,2,5,2,Mensal,2,0,0,0,1,"5500,00","0,15","4675,00","9350,00"
665,data produto,nordeste,se,aracaju,Outros,Mural,Front,Painel Led,0,1,4,8,2,Semanal,2,0,0,0,1,"18150,00","0,56","7986,00","15972,00"
666,data produto,nordeste,se,aracaju,Outros,Rio Verde,MUB,Relogio,1,0,5,15,5,Bisemanal,5,0,0,0,1,"2732,00","0,60","1092,80","5464,00"
667,data produto,nordeste,se,aracaju,Outros,Rio Verde,Front,Painel Led,0,1,4,8,1,Mensal,1,0,0,0,1,"19087,00","0,60","7634,80","7634,80"
668,data produto,nordeste,se,aracaju,Outros,Rio Verde,Empena,Empena,1,0,1,3,1,Mensal,1,0,0,0,1,"27268,00","0,60","10907,20","10907,20"
669,data promo,nordeste,se,aracaju,Bigdoor,SuperLux,Outdoor,Outdoor  lonado,1,0,6,14,8,Bisemanal,8,0,0,0,1,"1800,00","0,15","1530,00","12240,00"
670,data promo,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Painel Led,0,1,4,8,2,Mensal,2,0,0,0,1,"5000,00","0,15","4250,00","8500,00"
671,data promo,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Frontlight,1,0,2,5,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
672,data promo,nordeste,se,aracaju,Outros,Mural,Front,Painel Led,0,1,4,8,1,Semanal,1,0,0,0,1,"18150,00","0,56","7986,00","7986,00"
673,data promo,nordeste,se,aracaju,Outros,Rio Verde,MUB,Relogio,1,0,5,15,8,Mensal,8,0,0,0,1,"2732,00","0,60","1092,80","8742,40"
674,data promo,nordeste,se,aracaju,Outros,Rio Verde,Front,Painel Led,0,1,4,8,1,Mensal,1,0,0,0,1,"19087,00","0,60","7634,80","7634,80"
675,data promo,nordeste,se,aracaju,Outros,Mural,Busdoor,Back Bus,1,0,10,15,12,Mensal,12,0,0,0,1,"2600,00","0,35","1690,00","20280,00"
676,ouro produto,nordeste,se,aracaju,Bigdoor,SuperLux,Outdoor,Outdoor  lonado,1,0,4,10,4,Bisemanal,4,0,0,0,1,"1800,00","0,15","1530,00","6120,00"
677,ouro produto,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"5000,00","0,15","4250,00","4250,00"
678,ouro produto,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Frontlight,1,0,2,4,2,Mensal,2,0,0,0,1,"5500,00","0,15","4675,00","9350,00"
679,ouro produto,nordeste,se,aracaju,Outros,Rio Verde,MUB,Relogio,1,0,4,10,4,Mensal,4,0,0,0,1,"2732,00","0,60","1092,80","4371,20"
680,ouro produto,nordeste,se,aracaju,Outros,Rio Verde,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"19087,00","0,60","7634,80","7634,80"
681,ouro produto,nordeste,se,aracaju,Outros,Rio Verde,Empena,Empena,1,0,1,2,1,Mensal,1,0,0,0,1,"27268,00","0,60","10907,20","10907,20"
682,ouro promo,nordeste,se,aracaju,Bigdoor,SuperLux,Outdoor,Outdoor  lonado,1,0,3,8,5,Bisemanal,5,0,0,0,1,"1800,00","0,15","1530,00","7650,00"
683,ouro promo,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Painel Led,0,1,2,5,1,Mensal,1,0,0,0,1,"5000,00","0,15","4250,00","4250,00"
684,ouro promo,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Frontlight,1,0,1,4,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
685,ouro promo,nordeste,se,aracaju,Outros,Mural,Front,Painel Led,0,1,2,5,1,Semanal,1,0,0,0,1,"18150,00","0,56","7986,00","7986,00"
686,ouro promo,nordeste,se,aracaju,Outros,Rio Verde,MUB,Relogio,1,0,4,10,4,Mensal,4,0,0,0,1,"2732,00","0,60","1092,80","4371,20"
687,ouro promo,nordeste,se,aracaju,Outros,Mural,Busdoor,Back Bus,1,0,8,15,8,Mensal,8,0,0,0,1,"2600,00","0,35","1690,00","13520,00"
688,prata,nordeste,se,aracaju,Bigdoor,SuperLux,Outdoor,Outdoor  lonado,1,0,2,5,2,Bisemanal,2,0,0,0,1,"1800,00","0,15","1530,00","3060,00"
689,prata,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Painel Led,0,1,1,4,1,Mensal,1,0,0,0,1,"5000,00","0,15","4250,00","4250,00"
690,prata,nordeste,se,aracaju,Bigdoor,SuperLux,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"5500,00","0,15","4675,00","4675,00"
691,prata,nordeste,se,aracaju,Outros,Mural,Busdoor,BusDoor,1,0,4,8,6,Mensal,6,0,0,0,1,"900,00","0,22","702,00","4212,00"
692,data produto,nordeste,al,maceio,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,10,25,5,Bisemanal,0,0,5,0,1,"4400,00","0,30","3080,00","15400,00"
693,data produto,nordeste,al,maceio,Bigdoor,Bandeirantes,Front,Painel Led,0,1,4,10,1,Mensal,1,0,0,0,1,"13200,00","0,30","9240,00","9240,00"
694,data produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,4,10,3,Bisemanal,3,0,0,0,1,"47500,00","0,92","3800,00","11400,00"
695,data produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,10,25,15,Bisemanal,15,0,0,0,1,"22000,00","0,96","880,00","13200,00"
696,data produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,2,6,3,Mensal,3,0,0,0,1,"32000,00","0,83","5440,00","16320,00"
697,data produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Estrada,1,0,1,3,1,Mensal,1,0,0,0,1,"29200,00","0,87","3796,00","3796,00"
698,data produto,nordeste,al,maceio,Outros,InWay,Front,Painel Led,0,1,4,10,2,Mensal,2,0,0,0,1,"5000,00","0,20","4000,00","8000,00"
699,data produto,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus - circuito,1,0,5,8,5,Quinzenal,5,0,0,0,1,"5463,00","0,60","2185,20","10926,00"
700,data produto,nordeste,al,maceio,Outros,Kallas VLT,Front,Envelopamento Externo (3 vagoes),1,0,1,3,1,Mensal,1,0,0,0,1,"45000,00","0,20","36000,00","36000,00"
701,data produto,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus,1,0,10,20,15,Quinzenal,15,0,0,0,1,"6009,00","0,60","2403,60","36054,00"
702,data promo,nordeste,al,maceio,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,10,25,8,Bisemanal,0,0,8,0,1,"4400,00","0,30","3080,00","24640,00"
703,data promo,nordeste,al,maceio,Bigdoor,Bandeirantes,Front,Painel Led,0,1,4,10,1,Mensal,1,0,0,0,1,"13200,00","0,30","9240,00","9240,00"
704,data promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,4,10,3,Bisemanal,3,0,0,0,1,"47500,00","0,92","3800,00","11400,00"
705,data promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,10,25,14,Bisemanal,14,0,0,0,1,"22000,00","0,96","880,00","12320,00"
706,data promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,2,6,3,Mensal,3,0,0,0,1,"32000,00","0,83","5440,00","16320,00"
707,data promo,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus - circuito,1,0,5,8,5,Semanal,5,0,0,0,1,"5463,00","0,60","2185,20","10926,00"
708,data promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Busdoor,BackBus,1,0,8,15,9,Mensal,9,0,0,0,1,"2300,00","0,10","2070,00","18630,00"
709,data promo,nordeste,al,maceio,Carrega+,Carrega+,Busdoor,Backseat,1,0,8,15,9,Mensal,9,0,0,0,1,"2005,00","0,10","1804,50","16240,50"
710,data promo,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus,1,0,10,20,17,Quinzenal,17,0,0,0,1,"6009,00","0,60","2403,60","40861,20"
711,ouro produto,nordeste,al,maceio,Bigdoor,Bandeirantes,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"13200,00","0,30","9240,00","9240,00"
712,ouro produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,3,6,2,Bisemanal,2,0,0,0,1,"47500,00","0,92","3800,00","7600,00"
713,ouro produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,6,20,8,Bisemanal,8,0,0,0,1,"22000,00","0,96","880,00","7040,00"
714,ouro produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,1,4,2,Mensal,2,0,0,0,1,"32000,00","0,83","5440,00","10880,00"
715,ouro produto,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Estrada,1,0,1,2,1,Mensal,1,0,0,0,1,"29200,00","0,87","3796,00","3796,00"
716,ouro produto,nordeste,al,maceio,Outros,InWay,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"5000,00","0,20","4000,00","4000,00"
717,ouro produto,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus ,1,0,7,15,5,Semanal,5,0,0,0,1,"5463,00","0,60","2185,20","10926,00"
718,ouro produto,nordeste,al,maceio,Outros,Kallas VLT,Front,Envelopamento Externo (3 vagoes),1,0,1,2,1,Mensal,1,0,0,0,1,"45000,00","0,20","36000,00","36000,00"
719,ouro promo,nordeste,al,maceio,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,6,20,5,Bisemanal,0,0,5,0,1,"4400,00","0,30","3080,00","15400,00"
720,ouro promo,nordeste,al,maceio,Bigdoor,Bandeirantes,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"13200,00","0,30","9240,00","9240,00"
721,ouro promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,3,6,2,Bisemanal,2,0,0,0,1,"47500,00","0,92","3800,00","7600,00"
722,ouro promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,6,20,9,Bisemanal,9,0,0,0,1,"22000,00","0,96","880,00","7920,00"
723,ouro promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,1,4,1,Mensal,1,0,0,0,1,"32000,00","0,83","5440,00","5440,00"
724,ouro promo,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus - circuito,1,0,7,15,4,Semanal,4,0,0,0,1,"5463,00","0,60","2185,20","8740,80"
725,ouro promo,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Busdoor,BackBus,1,0,4,8,4,Mensal,4,0,0,0,1,"2300,00","0,10","2070,00","8280,00"
726,ouro promo,nordeste,al,maceio,Carrega+,Carrega+,Busdoor,Backseat,1,0,4,8,4,Mensal,4,0,0,0,1,"2005,00","0,10","1804,50","7218,00"
727,ouro promo,nordeste,al,maceio,Outros,Rio Verde,MUB,Mub - Abrigo de onibus,1,0,6,12,7,Quinzenal,7,0,0,0,1,"6009,00","0,60","2403,60","16825,20"
728,prata,nordeste,al,maceio,Bigdoor,Bandeirantes,Outdoor,Outdoor Papel,1,0,2,6,2,Bisemanal,0,0,2,0,1,"2450,00","0,30","1715,00","3430,00"
729,prata,nordeste,al,maceio,Bigdoor,Bandeirantes,Front,Painel Led,0,1,2,4,1,Mensal,1,0,0,0,1,"13200,00","0,30","9240,00","9240,00"
730,prata,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,2,4,2,Bisemanal,2,0,0,0,1,"47500,00","0,92","3800,00","7600,00"
731,prata,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Papel,1,0,2,6,5,Bisemanal,5,0,0,0,1,"6400,00","0,87","832,00","4160,00"
732,prata,nordeste,al,maceio,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,1,2,2,Mensal,2,0,0,0,1,"32000,00","0,83","5440,00","10880,00"
733,data produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,10,20,12,Bisemanal,0,0,12,0,1,"4600,00","0,30","3220,00","38640,00"
734,data produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Painel Led,0,1,5,10,1,Mensal,1,0,0,0,1,"13100,00","0,30","9170,00","9170,00"
735,data produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Frontlight,1,0,3,6,3,Bisemanal,3,0,0,0,1,"13400,00","0,30","9380,00","28140,00"
736,data produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,5,10,3,Bisemanal,3,0,0,0,1,"47500,00","0,92","3800,00","11400,00"
737,data produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,10,20,10,Bisemanal,10,0,0,0,1,"7500,00","0,80","1500,00","15000,00"
738,data produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,3,6,3,Mensal,3,0,0,0,1,"30000,00","0,80","6000,00","18000,00"
739,data produto,nordeste,rn,natal,Outros,Trend,Front,Painel Led,0,1,5,10,2,Semanal,2,0,2,0,2,"8132,89","0,72","2277,21","9108,84"
740,data produto,nordeste,rn,natal,Outros,Rio Verde,Front,Painel Led,0,1,5,10,2,Quinzenal,2,0,0,0,1,"5463,00","0,60","2185,20","4370,40"
741,data produto,nordeste,rn,natal,Outros,Kallas VLT,Front,Envelopamento Externo (3 vagoes),1,0,1,3,1,Mensal,1,0,0,0,1,"45000,00","0,20","36000,00","36000,00"
742,data promo,nordeste,rn,natal,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,10,20,13,Bisemanal,0,0,13,0,1,"4600,00","0,30","3220,00","41860,00"
743,data promo,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Painel Led,0,1,5,10,1,Mensal,1,0,0,0,1,"13100,00","0,30","9170,00","9170,00"
744,data promo,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Frontlight,1,0,3,6,1,Bisemanal,1,0,0,0,1,"13400,00","0,30","9380,00","9380,00"
745,data promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,5,10,4,Bisemanal,4,0,0,0,1,"47500,00","0,92","3800,00","15200,00"
746,data promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,10,20,13,Bisemanal,13,0,0,0,1,"7500,00","0,80","1500,00","19500,00"
747,data promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"30000,00","0,80","6000,00","6000,00"
748,data promo,nordeste,rn,natal,Outros,Trend,Front,Painel Led,0,1,5,10,3,Semanal,3,0,3,0,2,"8132,89","0,72","2277,21","13663,26"
749,data promo,nordeste,rn,natal,Outros,Rio Verde,Front,Painel Led,0,1,5,10,2,Quinzenal,2,0,0,0,1,"5463,00","0,60","2185,20","4370,40"
750,data promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Busdoor,Backbus,1,0,8,18,15,Mensal,15,0,0,0,1,"9000,00","0,80","1800,00","27000,00"
751,data promo,nordeste,rn,natal,Outros,Kallas VLT,Front,Painel de Plataforma e Saguao,1,0,5,5,1,Mensal,5,0,0,0,1,"25500,00","0,20","20400,00","20400,00"
752,ouro produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,7,15,7,Bisemanal,0,0,7,0,1,"4600,00","0,30","3220,00","22540,00"
753,ouro produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Painel Led,0,1,4,8,1,Mensal,1,0,0,0,1,"13100,00","0,30","9170,00","9170,00"
754,ouro produto,nordeste,rn,natal,Bigdoor,Bandeirantes,Front,Frontlight,1,0,2,4,2,Bisemanal,2,0,0,0,1,"13400,00","0,30","9380,00","18760,00"
755,ouro produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,4,8,2,Bisemanal,2,0,0,0,1,"47500,00","0,92","3800,00","7600,00"
756,ouro produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,7,15,8,Bisemanal,8,0,0,0,1,"7500,00","0,80","1500,00","12000,00"
757,ouro produto,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,2,4,2,Mensal,2,0,0,0,1,"30000,00","0,80","6000,00","12000,00"
758,ouro produto,nordeste,rn,natal,Outros,Trend,Front,Painel Led,0,1,4,8,2,Semanal,2,0,2,0,2,"8132,89","0,72","2277,21","9108,84"
759,ouro produto,nordeste,rn,natal,Outros,Rio Verde,Front,Painel Led,0,1,4,8,2,Quinzenal,2,0,0,0,1,"5463,00","0,60","2185,20","4370,40"
760,ouro produto,nordeste,rn,natal,Outros,Kallas VLT,Front,Envelopamento de vagao,1,0,1,2,1,Mensal,1,0,0,0,1,"15000,00","0,20","12000,00","12000,00"
761,ouro promo,nordeste,rn,natal,Bigdoor,Bandeirantes,Outdoor,Outdoor Lonado,1,0,7,15,8,Bisemanal,0,0,8,0,1,"4600,00","0,30","3220,00","25760,00"
762,ouro promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,4,8,2,Bisemanal,2,0,0,0,1,"47500,00","0,92","3800,00","7600,00"
763,ouro promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Outdoor,Outdoor Lonado,1,0,7,15,9,Bisemanal,9,0,0,0,1,"7500,00","0,80","1500,00","13500,00"
764,ouro promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"30000,00","0,80","6000,00","6000,00"
765,ouro promo,nordeste,rn,natal,Outros,Trend,Front,Painel Led,0,1,4,8,2,Semanal,2,0,2,0,2,"8132,89","0,72","2277,21","9108,84"
766,ouro promo,nordeste,rn,natal,Outros,Rio Verde,Front,Painel Led,0,1,4,8,2,Quinzenal,2,0,0,0,1,"5463,00","0,60","2185,20","4370,40"
767,ouro promo,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Busdoor,Backbus,1,0,6,14,9,Mensal,9,0,0,0,1,"9000,00","0,80","1800,00","16200,00"
768,ouro promo,nordeste,rn,natal,Outros,Kallas VLT,Front,Painel de Plataforma e Saguao,1,0,5,5,1,Mensal,5,0,0,0,1,"25500,00","0,20","20400,00","20400,00"
769,prata,nordeste,rn,natal,Bigdoor,Bandeirantes,Outdoor,Outdoor papel,1,0,6,12,8,Bisemanal,0,0,8,0,1,"2800,00","0,30","1960,00","15680,00"
770,prata,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Painel Led,0,1,2,4,1,Bisemanal,1,0,0,0,1,"47500,00","0,92","3800,00","3800,00"
771,prata,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Outdoor,Outdoor  papel,1,0,6,12,8,Bisemanal,8,0,0,0,1,"5250,00","0,80","1050,00","8400,00"
772,prata,nordeste,rn,natal,Bigdoor,Rota Midia OOH,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"30000,00","0,80","6000,00","6000,00"
773,prata,nordeste,rn,natal,Outros,Trend,Front,Painel Led,0,1,2,4,1,Semanal,0,0,1,0,1,"8132,89","0,72","2277,21","2277,21"
774,prata,nordeste,rn,natal,Outros,Rio Verde,Front,Painel Led,0,1,2,4,1,Quinzenal,1,0,0,0,1,"5463,00","0,60","2185,20","2185,20"
